,Word,V,A,D
709,ascens,0.765,0.72,0.714
710,ascent,0.755,0.627,0.833
711,ascertain,0.5455000000000001,0.5295000000000001,0.6205
712,ascet,0.438,0.375,0.472
713,ash,0.2935,0.2445,0.1745
714,asham,0.156,0.588,0.228
715,ashtray,0.406,0.382,0.265
716,asinin,0.429,0.472,0.433
717,ask,0.531,0.44,0.459
718,asleeep,0.49,0.21,0.322
719,asleep,0.604,0.1,0.27
720,asp,0.438,0.489,0.375
721,asparagu,0.469,0.317,0.264
722,aspartam,0.469,0.48,0.322
723,aspect,0.45899999999999996,0.4745,0.5765
724,aspen,0.479,0.28,0.395
725,asphalt,0.479,0.264,0.439
726,asphyxi,0.059,0.745,0.412
727,asphyxia,0.198,0.704,0.311
728,aspir,0.7866666666666666,0.5916666666666667,0.6669999999999999
729,aspirin,0.479,0.271,0.422
730,ass,0.698,0.5,0.623
731,assail,0.281,0.6890000000000001,0.5509999999999999
732,assassin,0.06899999999999999,0.9476666666666667,0.6263333333333333
733,assault,0.167,0.848,0.55
734,assay,0.633,0.559,0.594
735,assembl,0.6343333333333333,0.5066666666666667,0.6779999999999999
736,assemblag,0.429,0.452,0.6
737,assemblyman,0.43,0.538,0.76
738,assent,0.615,0.515,0.719
739,assert,0.72575,0.501,0.76625
740,assess,0.75,0.623,0.658
741,assessor,0.551,0.538,0.764
742,asset,0.732,0.6890000000000001,0.7765
743,asshol,0.133,0.582,0.263
744,assign,0.5525,0.4075,0.727
745,assigne,0.51,0.462,0.51
746,assimil,0.494,0.3845,0.5730000000000001
747,assist,0.7046666666666667,0.448,0.5993333333333334
748,associ,0.7785,0.4545,0.721
749,assort,0.6479999999999999,0.41000000000000003,0.499
750,assuag,0.745,0.255,0.5
751,assum,0.6833333333333332,0.34600000000000003,0.48133333333333334
752,assumpt,0.479,0.431,0.417
753,assur,0.8210000000000001,0.4096666666666667,0.7656666666666666
754,assuredli,0.786,0.396,0.833
755,asterisk,0.541,0.288,0.273
756,asteroid,0.39549999999999996,0.7075,0.6675
757,asthma,0.198,0.549,0.227
758,asthmat,0.229,0.706,0.294
759,astigmat,0.214,0.49,0.429
760,astonish,0.7050000000000001,0.785,0.643
761,astonishingli,0.827,0.898,0.773
762,astound,0.729,0.675,0.474
763,astral,0.604,0.417,0.567
764,astray,0.098,0.676,0.308
765,astring,0.316,0.5,0.474
766,astrolog,0.6145,0.4295,0.5865
767,astronaut,0.792,0.601,0.761
768,astronom,0.675,0.5705,0.7304999999999999
769,astronomi,0.613,0.474,0.722
770,astut,0.776,0.658,0.827
771,asund,0.208,0.442,0.259
772,asylum,0.407,0.33,0.445
773,asymmetr,0.58,0.343,0.465
774,asymmetri,0.476,0.373,0.527
775,asymptot,0.479,0.451,0.472
776,ateli,0.49,0.33,0.705
777,atheism,0.276,0.46,0.481
778,atheist,0.373,0.481,0.466
779,atherosclerosi,0.25,0.48,0.343
780,athlet,0.823,0.7356666666666666,0.7113333333333333
781,athletic,0.75,0.863,0.778
782,atla,0.531,0.306,0.554
783,atmospher,0.5675,0.36,0.577
784,atol,0.48,0.408,0.472
785,atom,0.4185,0.6585,0.573
786,aton,0.484,0.6375,0.547
787,atpeac,0.724,0.298,0.519
788,atrium,0.469,0.365,0.473
789,atroc,0.115,0.844,0.593
790,atroci,0.073,0.811,0.445
791,atrophi,0.177,0.54,0.208
792,attach,0.5506666666666667,0.35200000000000004,0.49933333333333335
793,attack,0.249,0.9156666666666666,0.647
794,attain,0.7986666666666666,0.51,0.806
795,attempt,0.6094999999999999,0.5355,0.499
796,attend,0.6806666666666666,0.4283333333333333,0.5786666666666667
797,attent,0.776,0.5595,0.749
798,attentionseek,0.449,0.7090000000000001,0.47850000000000004
799,attenu,0.4383333333333333,0.315,0.397
800,attest,0.3365,0.6725,0.5925
801,attic,0.521,0.259,0.377
802,attir,0.742,0.388,0.483
803,attitud,0.76,0.644,0.861
804,attorney,0.6,0.594,0.754
805,attract,0.8865000000000001,0.6835,0.75125
806,attribut,0.7103333333333334,0.44533333333333336,0.66
807,attrit,0.229,0.54,0.259
808,auburn,0.51,0.24,0.411
809,auction,0.5680000000000001,0.717,0.6174999999999999
810,audac,0.76,0.755,0.916
811,audaci,0.74,0.875,0.825
812,audibl,0.673,0.37,0.462
813,audienc,0.698,0.61,0.613
814,audio,0.709,0.425,0.37
815,audit,0.6216666666666667,0.6706666666666666,0.6486666666666666
816,auditor,0.582,0.571,0.726
817,auditori,0.531,0.481,0.57
818,auditorium,0.529,0.49,0.538
819,aught,0.418,0.135,0.217
820,augment,0.6819999999999999,0.648,0.7475
821,august,0.652,0.292,0.462
822,aunt,0.667,0.291,0.42
823,aunti,0.643,0.275,0.447
824,aura,0.76,0.333,0.5
825,aurora,0.817,0.306,0.537
826,auspex,0.542,0.5,0.634
827,auspici,0.562,0.635,0.669
828,auster,0.469,0.398,0.478
829,authent,0.778,0.50725,0.7915
830,author,0.6839999999999999,0.5112,0.8272
831,authorit,0.636,0.52,0.89
832,authorship,0.667,0.635,0.773
833,autism,0.235,0.5,0.447
834,autist,0.367,0.337,0.404
835,auto,0.571,0.569,0.5
836,autobiograph,0.909,0.462,0.582
837,autobiographi,0.735,0.284,0.629
838,autocorrect,0.551,0.439,0.616
839,autocrat,0.542,0.577,0.727
840,autograph,0.758,0.5925,0.5489999999999999
841,autom,0.578,0.402,0.632
842,automat,0.562,0.433,0.664
843,automobil,0.753,0.625,0.534
844,automot,0.656,0.52,0.577
845,autonomi,0.781,0.349,0.891
846,autopilot,0.594,0.462,0.632
847,autopsi,0.252,0.65,0.538
848,autumn,0.765,0.204,0.45
849,auxiliari,0.622,0.471,0.509
850,avail,0.8133333333333334,0.44333333333333336,0.6086666666666667
851,avalanch,0.265,0.915,0.683
852,avaric,0.198,0.726,0.352
853,avatar,0.633,0.41,0.567
854,aveng,0.18433333333333335,0.8706666666666667,0.6486666666666667
855,avenu,0.677,0.36,0.377
856,aver,0.492,0.45,0.393
857,averag,0.684,0.28,0.455
858,avers,0.30124999999999996,0.57,0.49424999999999997
859,avert,0.51,0.388,0.465
860,aviari,0.5,0.36,0.467
861,aviat,0.6615,0.673,0.6925
862,avid,0.582,0.459,0.593
863,avocado,0.677,0.255,0.287
864,avoid,0.45133333333333336,0.45199999999999996,0.39666666666666667
865,aw,0.061,0.786,0.45
866,await,0.448,0.264,0.276
867,awak,0.667,0.469,0.741
868,awaken,0.737,0.45599999999999996,0.6145
869,awar,0.67,0.381,0.79
870,award,0.9115,0.7404999999999999,0.656
871,awe,0.4165,0.757,0.3305
872,awesom,0.9485,0.772,0.909
873,awestruck,0.615,0.767,0.68
874,awkward,0.23149999999999998,0.552,0.253
875,awn,0.5,0.186,0.318
876,awri,0.156,0.54,0.275
877,axe,0.296,0.69,0.536
878,axi,0.209,0.25,0.356
879,axial,0.458,0.278,0.491
880,axiom,0.439,0.441,0.583
881,axiomat,0.458,0.392,0.627
882,axl,0.459,0.294,0.473
883,ay,0.5,0.557,0.255
884,aye,0.562,0.42,0.392
885,azimuth,0.385,0.461,0.421
886,azur,0.62,0.256,0.339
887,babbl,0.47400000000000003,0.4295,0.22249999999999998
888,babe,0.86,0.536,0.424
889,babi,0.837,0.365,0.455
890,baboon,0.357,0.41,0.429
891,babysit,0.719,0.587,0.398
892,babysitt,0.656,0.415,0.408
893,baccalaur,0.729,0.51,0.48
894,baccarat,0.583,0.497,0.436
895,bachelor,0.667,0.406,0.6
896,bachelorett,0.735,0.78,0.465
897,back,0.438,0.353,0.336
898,backboard,0.48,0.259,0.436
899,backbon,0.538,0.464,0.62
900,backdoor,0.344,0.41,0.333
901,backdrop,0.32,0.309,0.444
902,backer,0.646,0.375,0.537
903,backfir,0.265,0.612,0.491
904,backgammon,0.58,0.41,0.39
905,background,0.399,0.357,0.498
906,backhand,0.427,0.449,0.39
907,backho,0.398,0.554,0.562
908,backoff,0.104,0.396,0.24
909,backpack,0.6194999999999999,0.504,0.3965
910,backroom,0.406,0.5,0.387
911,backseat,0.388,0.33,0.237
912,backsid,0.182,0.417,0.342
913,backtrack,0.312,0.525,0.278
914,backup,0.52,0.51,0.553
915,backward,0.2836666666666667,0.413,0.23866666666666667
916,backwat,0.312,0.41,0.161
917,backwood,0.541,0.35,0.482
918,backyard,0.552,0.28,0.302
919,bacon,0.698,0.406,0.295
920,bacteri,0.156,0.5,0.473
921,bacteria,0.177,0.553,0.57
922,bacterium,0.194,0.545,0.345
923,bad,0.1095,0.724,0.41800000000000004
924,badass,0.255,0.775,0.745
925,badday,0.327,0.449,0.373
926,badfeel,0.25,0.559,0.365
927,badg,0.567,0.488,0.691
928,badger,0.344,0.429,0.357
929,badhabit,0.184,0.594,0.311
930,badli,0.073,0.509,0.286
931,baffl,0.2475,0.521,0.4105
932,bag,0.5,0.25,0.314
933,bagel,0.531,0.363,0.34
934,baggag,0.61,0.363,0.427
935,baggi,0.444,0.35250000000000004,0.40900000000000003
936,bagman,0.506,0.5,0.394
937,bagpip,0.541,0.556,0.412
938,bail,0.373,0.52,0.561
939,bailiff,0.347,0.519,0.759
940,bait,0.276,0.327,0.296
941,bake,0.708,0.4365,0.485
942,bakeri,0.802,0.5,0.38
943,bal,0.49,0.412,0.432
944,balanc,0.7450000000000001,0.26,0.74
945,balconi,0.562,0.392,0.38
946,bald,0.304,0.27349999999999997,0.318
947,baldi,0.398,0.385,0.396
948,bale,0.437,0.363,0.412
949,balk,0.229,0.451,0.415
950,ball,0.74,0.427,0.317
951,ballad,0.792,0.284,0.424
952,ballast,0.354,0.423,0.287
953,ballerina,0.802,0.66,0.475
954,ballet,0.656,0.48,0.358
955,ballgam,0.781,0.79,0.407
956,ballist,0.2655,0.7965,0.6475
957,balloon,0.729,0.245,0.315
958,ballot,0.521,0.361,0.358
959,ballpark,0.724,0.694,0.529
960,ballplay,0.719,0.764,0.566
961,ballpoint,0.596,0.337,0.318
962,ballroom,0.847,0.635,0.448
963,ballsi,0.531,0.491,0.414
964,balm,0.625,0.275,0.414
965,balmi,0.684,0.327,0.545
966,balsam,0.6225,0.26649999999999996,0.41600000000000004
967,bam,0.427,0.472,0.39
968,bamboo,0.646,0.222,0.356
969,ban,0.146,0.689,0.587
970,banana,0.612,0.23,0.241
971,band,0.648,0.552,0.525
972,bandag,0.22,0.327,0.286
973,bandanna,0.562,0.276,0.277
974,bandit,0.094,0.796,0.567
975,bandstand,0.735,0.536,0.52
976,bandwagon,0.625,0.651,0.509
977,bandwidth,0.714,0.337,0.548
978,bane,0.265,0.694,0.366
979,bang,0.265,0.951,0.74
980,banger,0.378,0.54,0.538
981,banish,0.125,0.7216666666666667,0.4036666666666667
982,banist,0.418,0.41,0.332
983,banjo,0.469,0.4,0.37
984,bank,0.536,0.327,0.5875
985,banker,0.586,0.588,0.792
986,bankrol,0.469,0.57,0.509
987,bankrupt,0.163,0.673,0.337
988,bankruptci,0.01,0.696,0.209
989,banner,0.521,0.408,0.474
990,banquet,0.765,0.571,0.6
991,banshe,0.408,0.565,0.481
992,banter,0.594,0.677,0.464
993,banzai,0.55,0.51,0.443
994,baptism,0.745,0.36350000000000005,0.5954999999999999
995,baptiz,0.739,0.426,0.594
996,bar,0.31166666666666665,0.6473333333333334,0.47866666666666663
997,barb,0.3125,0.4795,0.436
998,barbar,0.2125,0.8065,0.6759999999999999
999,barbarian,0.323,0.896,0.713
1000,barbecu,0.792,0.643,0.456
1001,barber,0.543,0.459,0.356
1002,barbershop,0.597,0.441,0.382
1003,barbie dol,0.729,0.37,0.33
1004,bard,0.47,0.41,0.439
1005,bare,0.3905,0.44999999999999996,0.28200000000000003
1006,bareback,0.5,0.356,0.373
1007,barefoot,0.445,0.373,0.241
1008,barf,0.34,0.491,0.394
1009,barg,0.469,0.388,0.465
1010,bargain,0.6375,0.5865,0.656
1011,bariton,0.592,0.529,0.5
1012,barium,0.406,0.353,0.377
1013,bark,0.39349999999999996,0.6479999999999999,0.36
1014,barkeep,0.48,0.5,0.454
1015,barley,0.614,0.212,0.296
1016,barmaid,0.521,0.472,0.44
1017,barman,0.594,0.61,0.4
1018,barn,0.51,0.452,0.425
1019,barnacl,0.408,0.337,0.457
1020,barney,0.451,0.378,0.44
1021,barnyard,0.51,0.353,0.336
1022,baro,0.625,0.453,0.755
1023,baromet,0.388,0.273,0.545
1024,baron,0.52,0.358,0.709
1025,baroqu,0.49,0.357,0.418
1026,barrack,0.378,0.5,0.455
1027,barracuda,0.333,0.713,0.51
1028,barrag,0.388,0.871,0.627
1029,barrel,0.429,0.298,0.474
1030,barren,0.173,0.373,0.221
1031,barricad,0.323,0.667,0.673
1032,barrier,0.333,0.48,0.562
1033,barrist,0.469,0.57,0.792
1034,barroom,0.686,0.619,0.47
1035,barrow,0.479,0.363,0.362
1036,bartend,0.573,0.698,0.585
1037,barter,0.465,0.559,0.596
1038,base,0.602,0.267,0.5720000000000001
1039,basebal,0.66,0.76,0.563
1040,baseball bat,0.667,0.567,0.509
1041,baseboard,0.396,0.198,0.405
1042,baseless,0.292,0.382,0.375
1043,baselin,0.483,0.367,0.509
1044,baseman,0.604,0.449,0.462
1045,basement,0.388,0.5,0.268
1046,bash,0.3925,0.47600000000000003,0.34
1047,basi,0.602,0.26,0.426
1048,basic,0.6655,0.2065,0.443
1049,basil,0.534,0.274,0.309
1050,basilica,0.612,0.302,0.639
1051,basin,0.552,0.231,0.398
1052,bask,0.76,0.33,0.381
1053,basket,0.458,0.227,0.336
1054,basketbal,0.814,0.764,0.435
1055,bass,0.427,0.206,0.268
1056,bass guitar,0.738,0.37,0.294
1057,basso,0.417,0.42,0.439
1058,bassoon,0.5,0.433,0.31
1059,bastard,0.09333333333333334,0.66,0.32666666666666666
1060,bastion,0.531,0.5,0.596
1061,bat,0.324,0.409,0.48
1062,batch,0.522,0.38849999999999996,0.4375
1063,bate,0.429,0.525,0.464
1064,bath,0.714,0.27666666666666667,0.33166666666666667
1065,bathhous,0.602,0.38,0.459
1066,bathrob,0.531,0.442,0.394
1067,bathroom,0.561,0.283,0.345
1068,bathtub,0.625,0.24,0.318
1069,bathymetri,0.432,0.48,0.509
1070,baton,0.272,0.235,0.519
1071,battalion,0.333,0.818,0.795
1072,batter,0.2836666666666667,0.6110000000000001,0.38966666666666666
1073,batteri,0.48,0.425,0.442
1074,batti,0.375,0.619,0.274
1075,battl,0.3285,0.8694999999999999,0.7215
1076,battlefield,0.133,0.918,0.781
1077,battleground,0.156,0.958,0.812
1078,battlement,0.276,0.441,0.53
1079,battleship,0.479,0.75,0.726
1080,baubl,0.698,0.429,0.255
1081,bawdi,0.184,0.823,0.508
1082,bawl,0.385,0.88,0.561
1083,bay,0.719,0.365,0.569
1084,bayonet,0.263,0.775,0.561
1085,bayou,0.469,0.431,0.324
1086,bazaar,0.604,0.34,0.5
1087,bazooka,0.302,0.824,0.634
1088,bday,0.729,0.6,0.415
1089,be,0.67,0.24,0.554
1090,beach,0.875,0.5145,0.49650000000000005
1091,beacon,0.58,0.407,0.537
1092,bead,0.6023333333333333,0.36533333333333334,0.44366666666666665
1093,beadi,0.448,0.417,0.443
1094,beagl,0.649,0.47,0.395
1095,beak,0.375,0.363,0.411
1096,beaker,0.42,0.41,0.391
1097,beam,0.738,0.5015000000000001,0.4845
1098,bean,0.667,0.269,0.264
1099,beanbag,0.45,0.38,0.34
1100,beani,0.5,0.23,0.263
1101,bear,0.4789999999999999,0.4756666666666667,0.4583333333333333
1102,bearabl,0.542,0.375,0.605
1103,beard,0.4645,0.29900000000000004,0.381
1104,bearer,0.571,0.547,0.676
1105,bearish,0.521,0.549,0.324
1106,bearskin,0.333,0.398,0.464
1107,beast,0.214,0.78,0.732
1108,beastli,0.146,0.874,0.843
1109,beat,0.21600000000000003,0.74,0.4865
1110,beaten,0.083,0.846,0.265
1111,beater,0.438,0.545,0.482
1112,beatnik,0.429,0.51,0.382
1113,beau,0.612,0.44,0.432
1114,beauti,0.8585,0.607,0.646
1115,beautif,0.885,0.575,0.725
1116,beautifi,0.898,0.592,0.736
1117,beaver,0.49,0.344,0.393
1118,bebop,0.482,0.49,0.358
1119,beck,0.58,0.375,0.418
1120,beckon,0.663,0.455,0.452
1121,becom,0.641,0.583,0.643
1122,bed,0.6539999999999999,0.2245,0.352
1123,bedpan,0.51,0.4,0.362
1124,bedrock,0.561,0.34,0.598
1125,bedroom,0.744,0.296,0.491
1126,bedsid,0.604,0.167,0.375
1127,bedspread,0.551,0.139,0.292
1128,bedtim,0.673,0.314,0.373
1129,bee,0.541,0.5720000000000001,0.3605
1130,beef,0.582,0.312,0.492
1131,beefsteak,0.594,0.391,0.455
1132,beehiv,0.541,0.7,0.422
1133,beep,0.595,0.541,0.304
1134,beeper,0.438,0.72,0.441
1135,beer,0.592,0.654,0.5
1136,beeswax,0.583,0.402,0.375
1137,beetl,0.323,0.356,0.295
1138,befal,0.52,0.663,0.585
1139,befit,0.708,0.333,0.394
1140,befriend,0.93,0.624,0.471
1141,befuddl,0.156,0.714,0.269
1142,beg,0.292,0.5345,0.265
1143,beggar,0.24,0.402,0.116
1144,begin,0.7766666666666667,0.5413333333333333,0.6403333333333333
1145,beginn,0.49,0.48,0.387
1146,begrudg,0.177,0.731,0.377
1147,begun,0.677,0.5,0.404
1148,behappi,0.875,0.557,0.562
1149,behav,0.677,0.363,0.747
1150,behavior,0.603,0.441,0.7605
1151,behemoth,0.583,0.781,0.853
1152,behest,0.602,0.35,0.72
1153,behold,0.6619999999999999,0.38749999999999996,0.48450000000000004
1154,beholden,0.296,0.555,0.212
1155,beig,0.49,0.222,0.224
1156,belat,0.24,0.4,0.214
1157,belay,0.5,0.472,0.702
1158,belch,0.194,0.562,0.24
1159,belief,0.896,0.375,0.656
1160,believ,0.7484,0.437,0.6604
1161,belittl,0.1495,0.40449999999999997,0.238
1162,bell,0.552,0.51,0.505
1163,bellboy,0.542,0.363,0.302
1164,bellhop,0.5,0.287,0.318
1165,belli,0.51,0.388,0.387
1166,belliger,0.344,0.68,0.594
1167,bellman,0.54,0.25,0.371
1168,bellow,0.353,0.42600000000000005,0.3205
1169,belly,0.347,0.806,0.519
1170,bellybutton,0.531,0.283,0.36
1171,belong,0.6174999999999999,0.3925,0.6595
1172,belov,0.969,0.613,0.708
1173,belt,0.541,0.322,0.445
1174,beluga,0.51,0.333,0.482
1175,bemus,0.281,0.49,0.278
1176,bench,0.571,0.289,0.544
1177,bend,0.5095,0.4445,0.4115
1178,bender,0.49,0.51,0.466
1179,beneath,0.354,0.173,0.233
1180,benedictori,0.677,0.438,0.481
1181,benefactor,0.833,0.578,0.755
1182,benefici,0.82,0.579,0.703
1183,beneficiari,0.776,0.399,0.616
1184,benefit,0.906,0.422,0.806
1185,benevol,0.786,0.3735,0.6839999999999999
1186,benign,0.694,0.44,0.509
1187,bent,0.375,0.453,0.298
1188,benzen,0.439,0.459,0.403
1189,bequeath,0.743,0.5,0.741
1190,bequest,0.661,0.398,0.882
1191,bereav,0.1845,0.5780000000000001,0.3605
1192,bereft,0.229,0.49,0.336
1193,beret,0.542,0.24,0.327
1194,bergamot,0.51,0.365,0.339
1195,berlin,0.592,0.423,0.571
1196,berserk,0.398,0.556,0.48
1197,berth,0.295,0.337,0.596
1198,beryllium,0.417,0.412,0.425
1199,beseech,0.33,0.441,0.6
1200,beset,0.385,0.717,0.317
1201,bestdayev,0.76,0.646,0.593
1202,bestfeel,0.806,0.509,0.625
1203,bestfriend,0.934,0.662,0.647
1204,besti,0.888,0.509,0.614
1205,bestial,0.26,0.761,0.674
1206,bestow,0.656,0.56,0.642
1207,bestsel,0.771,0.643,0.7
1208,bet,0.311,0.751,0.4215
1209,beta,0.71,0.37,0.439
1210,betray,0.08233333333333333,0.786,0.4206666666666667
1211,betroth,0.833,0.63,0.667
1212,better,0.898,0.536,0.769
1213,betti,0.542,0.358,0.381
1214,bevel,0.757,0.406,0.454
1215,beverag,0.635,0.49,0.389
1216,bevi,0.429,0.46,0.541
1217,bewar,0.151,0.596,0.518
1218,bewild,0.268,0.6005,0.2945
1219,bewilder,0.312,0.716,0.216
1220,bi,0.44,0.42,0.345
1221,bia,0.4,0.37,0.541
1222,bias,0.271,0.302,0.368
1223,bib,0.385,0.396,0.339
1224,bibl,0.719,0.225,0.726
1225,biblic,0.635,0.304,0.712
1226,bibliographi,0.622,0.204,0.528
1227,bicarbon,0.479,0.337,0.438
1228,bicentenni,0.541,0.423,0.507
1229,bicep,0.592,0.588,0.602
1230,bicker,0.1325,0.7215,0.544
1231,bicolor,0.58,0.327,0.404
1232,bicycl,0.708,0.519,0.425
1233,bid,0.673,0.587,0.5820000000000001
1234,bidder,0.465,0.474,0.433
1235,bide,0.368,0.407,0.282
1236,biennial,0.531,0.309,0.353
1237,bier,0.497,0.448,0.407
1238,bifurc,0.385,0.625,0.352
1239,big,0.802,0.588,0.812
1240,bigami,0.327,0.696,0.482
1241,bigday,0.796,0.689,0.596
1242,biggestfear,0.062,0.73,0.48
1243,biggi,0.531,0.481,0.5
1244,bighorn,0.48,0.547,0.58
1245,bigmouth,0.417,0.577,0.43
1246,bigot,0.316,0.7525,0.48950000000000005
1247,bigotri,0.356,0.737,0.481
1248,bike,0.708,0.5,0.333
1249,biker,0.604,0.71,0.567
1250,bikini,0.73,0.639,0.353
1251,bilater,0.633,0.343,0.491
1252,bilay,0.438,0.398,0.388
1253,bile,0.157,0.461,0.324
1254,bilg,0.316,0.392,0.412
1255,bilingu,0.735,0.49,0.606
1256,bill,0.401,0.4415,0.6025
1257,billboard,0.594,0.317,0.481
1258,billet,0.479,0.583,0.5
1259,billi,0.49,0.397,0.375
1260,billiard,0.681,0.5875,0.465
1261,billion,0.719,0.564,0.782
1262,billionair,0.806,0.667,0.923
1263,bimbo,0.396,0.37,0.3
1264,bimonthli,0.408,0.298,0.471
1265,bin,0.422,0.304,0.327
1266,binari,0.49,0.356,0.42
1267,bind,0.41800000000000004,0.4435,0.544
1268,binder,0.438,0.25,0.308
1269,binderi,0.548,0.388,0.482
1270,bing,0.4385,0.5515,0.4575
1271,bingo,0.735,0.667,0.429
1272,binocular,0.5105,0.3265,0.4185
1273,binomi,0.6,0.406,0.426
1274,bio,0.612,0.225,0.49
1275,biochem,0.367,0.481,0.618
1276,biochemist,0.471,0.449,0.717
1277,biochemistri,0.552,0.531,0.596
1278,biogenesi,0.594,0.442,0.697
1279,biograph,0.708,0.427,0.617
1280,biographi,0.698,0.229,0.718
1281,biolog,0.5345,0.34199999999999997,0.5805
1282,biologist,0.625,0.453,0.693
1283,bionic,0.571,0.57,0.788
1284,biopsi,0.323,0.657,0.481
1285,biospher,0.684,0.351,0.579
1286,bipartit,0.365,0.48,0.464
1287,bipolar,0.208,0.685,0.426
1288,birch,0.562,0.346,0.382
1289,bird,0.729,0.357,0.364
1290,birdcag,0.48,0.398,0.318
1291,birdi,0.594,0.394,0.407
1292,birdman,0.49,0.567,0.604
1293,birth,0.8460000000000001,0.766,0.5275000000000001
1294,birthday,0.969,0.844,0.575
1295,birthmark,0.63,0.461,0.5
1296,birthplac,0.781,0.29,0.491
1297,birthright,0.684,0.417,0.714
1298,biscuit,0.888,0.26,0.231
1299,bishop,0.594,0.184,0.725
1300,bison,0.573,0.433,0.557
1301,bisqu,0.693,0.443,0.312
1302,bistro,0.594,0.472,0.396
1303,bit,0.427,0.31,0.225
1304,bitch,0.276,0.74,0.343
1305,bitchi,0.188,0.7,0.373
1306,bite,0.219,0.796,0.51
1307,biter,0.26,0.598,0.5
1308,bitsi,0.51,0.388,0.382
1309,bitter,0.1665,0.63,0.3405
1310,bitterli,0.194,0.685,0.362
1311,bittersweet,0.469,0.569,0.474
1312,bitti,0.469,0.271,0.257
1313,bitumen,0.375,0.235,0.307
1314,biweekli,0.581,0.337,0.455
1315,biz,0.5,0.473,0.473
1316,bizarr,0.379,0.62,0.392
1317,blab,0.438,0.425,0.353
1318,blabbermouth,0.323,0.64,0.422
1319,black,0.26,0.48,0.406
1320,blackberri,0.667,0.413,0.453
1321,blackbird,0.52,0.34,0.405
1322,blackboard,0.469,0.255,0.287
1323,blacken,0.208,0.5,0.228
1324,blackfac,0.302,0.49,0.441
1325,blackjack,0.419,0.679,0.452
1326,blacklist,0.133,0.75,0.396
1327,blackmail,0.093,0.791,0.477
1328,blackout,0.126,0.53,0.349
1329,blacksmith,0.48,0.531,0.702
1330,bladder,0.406,0.412,0.33
1331,blade,0.378,0.602,0.594
1332,blame,0.115,0.64,0.309
1333,blameless,0.759,0.196,0.343
1334,bland,0.3,0.226,0.157
1335,blank,0.531,0.229,0.25
1336,blanket,0.74,0.132,0.391
1337,blare,0.439,0.561,0.519
1338,blase,0.42,0.31,0.412
1339,blasphem,0.21,0.755,0.491
1340,blasphemi,0.146,0.794,0.406
1341,blast,0.167,0.929,0.777
1342,blaster,0.459,0.538,0.554
1343,blastoff,0.357,0.865,0.736
1344,blatant,0.327,0.677,0.675
1345,blather,0.344,0.481,0.382
1346,blaze,0.6459999999999999,0.6815,0.6965
1347,blazer,0.635,0.385,0.417
1348,bleach,0.336,0.282,0.337
1349,bleak,0.204,0.427,0.272
1350,bleed,0.08800000000000001,0.83,0.377
1351,bleeder,0.26,0.852,0.356
1352,bleep,0.479,0.667,0.345
1353,blemish,0.196,0.5135000000000001,0.321
1354,blend,0.5145,0.435,0.55
1355,blender,0.602,0.534,0.351
1356,bless,0.92425,0.29325,0.67675
1357,bleu,0.46,0.354,0.379
1358,blight,0.20850000000000002,0.6930000000000001,0.3625
1359,blimp,0.6,0.41,0.532
1360,blind,0.26466666666666666,0.5156666666666666,0.2776666666666667
1361,blindfold,0.328,0.624,0.273
1362,blindli,0.439,0.598,0.278
1363,blink,0.552,0.316,0.324
1364,blip,0.529,0.461,0.418
1365,bliss,0.8505,0.5695,0.7290000000000001
1366,blister,0.37549999999999994,0.5535,0.396
1367,blitz,0.417,0.722,0.789
1368,blizzard,0.375,0.726,0.417
1369,bloat,0.198,0.6435,0.361
1370,blob,0.5,0.376,0.298
1371,block,0.286,0.35,0.402
1372,blockad,0.38,0.519,0.51
1373,blockag,0.25,0.608,0.444
1374,blockbust,0.73,0.676,0.883
1375,blockhead,0.163,0.333,0.148
1376,blog,0.639,0.39,0.432
1377,bloke,0.45,0.479,0.545
